site_no,lon,lat
07261000,-92.2508913290356,35.4206830781241
07263295,-92.845126655268,34.893220352159
072632962,-92.6955108083391,34.9133951311959
072632971,-92.6529090425745,34.9050241694708
072632982,-92.633559839267,34.929512661812
07290650,-90.5491610911173,31.9371094121672
07291000,-90.7130296088528,31.6505411575924
07292500,-90.826960041118,31.5054360686984
07295000,-91.1848410648215,31.1708358661513
07340300,-94.1637231203149,34.4296046493867
07344450,-94.0994682984934,32.5152379165525
07345000,-94.7740511271335,33.1292609823227
07346045,-94.5272004380094,33.0125761617007
07346140,-94.3635544109082,33.1062224832627
07351500,-93.9128278388219,32.2587798416159
07359610,-93.7003912796849,34.4438445343048
07359800,-93.6204579407289,34.3908595829254
07360200,-93.9333100919761,34.3844386619654
07362100,-92.9873188557962,33.3846626227598
07362587,-92.9932480724732,34.8046899788417
07362656,-93.0098422306163,34.7494998868698
07373500,-91.3072350241873,31.01486022135
07377000,-90.8062749553565,31.1654238406976
08023080,-93.8521943790295,32.0464082147567
08023400,-93.6446193293037,31.9520437432126
08033900,-94.7256189084376,31.8709307387238
